plataforma,url
spotify,https://open.spotify.com/album/2uGGpoLJLj6jClG84QK1p2?si=fiPWTSFpQnyCYvLXM1ighg
spotify,https://open.spotify.com/album/5WbnDgjS3o47pVImoWA5AN?si=QcpVHHGNR7uqExX4ERY5DA
spotify,https://open.spotify.com/album/7287Wa4fucmzFdKtK8xTOu?si=gE2zWDdFSCarwhv5kHdBLQ
spotify,https://open.spotify.com/album/3OTOZme69Irx7si5GhpmHg?si=cr0gSqnWRzGxOyZdR3B7xw
spotify,https://open.spotify.com/album/3V02LcrbJdobNXENJAMKt5?si=EwGOblhjQkOvHmIukoNYUg
spotify,https://open.spotify.com/album/1rNe5jq2OZQ033Ngg0qVZw?si=RDw8BSkMQO63FDD7cheEaQ
spotify,https://open.spotify.com/album/7wOJ9RTQr05ytqROWtTPzy?si=-BupXmkYQvecTjJsD35ctw
spotify,https://open.spotify.com/album/6mZyJOou0vRSoynJYEpkP1?si=0gGDGDc5QYGdrNT9hqLg4A
spotify,https://open.spotify.com/track/5WxELW0CFewJOO2w0CRo7T?si=QhCfuhwDRP2bcu21FJfaRg
spotify,https://open.spotify.com/track/3yVsQ5YqwIiMIEkIpO8Ctt?si=LkZPiQuyRa-JGOa42ARWWQ&context=spotify%3Aalbum%3A0gQWStciaDwt5XB8kX2Xhh
spotify,https://open.spotify.com/album/1R1AaAeSP5aOfX6Sai5Lk7?si=Kwz5qU-hRMuVIrzBxD9TMA
spotify,https://open.spotify.com/album/1gNaGgEmk8a9rH2eRExnKV?si=dOUhgG8lT42nT07aq7sdeA
spotify,https://open.spotify.com/album/00xeIIfZaedwrbPK61SuyI?si=TVBj8hBBSEmKvCvv7dfoNA
spotify,https://open.spotify.com/album/0BRBoEPijNx0XQJ2xuUe4z?si=__BvxuwcTPSpOLqHc3sAcA
spotify,https://open.spotify.com/album/1MOjni1IYZO2Iosd2U0vCq?si=xhUkdEejQjOcQOpnZ70QAw
spotify,https://open.spotify.com/album/7JBugvXJTIiPmSs2Jo0tsv?si=ivv4hnYsTl-OO7jeiaqzsg
spotify,https://open.spotify.com/album/4PMwOGe0asEanc3IfcFzvv?si=hmcjeMiGTAm6QBuUyDzyQQ
spotify,https://open.spotify.com/track/2a2LfLLSQcpXHL3PYrKkK4?si=tgyYKJHkQu2m8Q87BN43jA&utm_source=copy-link
spotify,https://open.spotify.com/playlist/0EkLCwiyEHDPchKC1jIY1x?si=yarSxVm_SZiAUqMgjBmiwg&pi=mih_40xrRfCK-
spotify,https://open.spotify.com/album/6fsrEl3P1Fj8ehM4XYkyiC?si=Od_OlKLBTl2v88fb7Su0gw%0A
spotify,https://open.spotify.com/intl-es/album/5Rgudh1IKSXYyKDVZuyyQu?si=NAZNJZO0SHacNqB0eKCAqw
spotify,https://open.spotify.com/album/3s0Ob5hSVgMUtnFbuQUM5J?si=4gtW7xFPQYKdeF6MPahb2A
spotify,https://open.spotify.com/album/4fNXymFLxgp2wfBWunVaeN?si=If6II6kTQtKC4SOiuepnyg&utm_source=copy-link
spotify,https://open.spotify.com/album/19rYWxZfMdEOxTDODFjLyb?si=dMa9NQKhQTuJ2OzmN6SEPA
spotify,https://open.spotify.com/album/2IzUZlhtBvPQYs74KeG6fb?si=3arHagYLQ9yHvjb8QVDs3g
spotify,https://open.spotify.com/album/4pi2mhNh9Jm0gIloeW1Gvt?si=mbINNGTmSFGuhVVeTi2BJw
spotify,https://open.spotify.com/album/1NNdcOYT3w0wuwazJhuiNc?si=i73gllWRQo6tFfpBoscWuw
spotify,https://open.spotify.com/album/3xET3sNqvuuqwUbh1dCWyM?si=K-WP4cV5R1CNb9GI1EJm0Q
spotify,https://open.spotify.com/album/55u43mARrmqFDHNb2qQ59M?si=8l6QsflOTz2kR5UKfRsbaw
spotify,https://open.spotify.com/album/5fmIolILp5NAtNYiRPjhzA?si=6L_PWbu-SSelpPzflIXEsg
spotify,https://open.spotify.com/album/7188JsHTl3rladofF7CVvW?si=hag9IR9jQ0KZqfXqxKoX3Q&utm_source=copy-link
spotify,https://open.spotify.com/album/50ZGiAqYPxQpDVs7QT2ys8?si=eD0qgt6GRneSHNcLSw5fXw
spotify,https://open.spotify.com/album/4zzXctRTfoBAleOPLBMIVL?si=64_-z_SSS8qZcp7D9Wb2Zg
spotify,https://open.spotify.com/album/6W9eR4Xoc0SEI4Lm0NAem5?si=4-dNPDQrRBKnsQas66nNSw
spotify,https://open.spotify.com/album/2dZMk37j343fzkuL8WTPdo?si=51SJGLNQSsizdbzGJjSKVQ
spotify,https://open.spotify.com/album/05QwR4mSOlpHbtYFAOcB4f?si=IXsq8oONRg6PmZgVFCIEfA
spotify,https://open.spotify.com/album/2SJTwCnoxE6EYZtHdC4biI?si=BPqu3RkiTrqka51LLdVY6A
spotify,https://open.spotify.com/album/5KnU95Mt4igiYNLQcDydZc?si=TxHgmnvkROSPMizyqd1sIg
spotify,https://open.spotify.com/album/1ai7nr2EvT1ChXWSVGhrvL?si=oIaYBCVhT3G32U9A99J4Aw
spotify,https://open.spotify.com/album/2gtGeqedpuFxYLPQr314bB?si=vHUMDYlJRPK_XTnYEKcIOQ
spotify,https://open.spotify.com/album/2mDU03ul7ihmYaf5EW4BlE?si=lYedqg2uTQucj_n2JMLRww
spotify,https://open.spotify.com/album/7BilLfa8n8rQDpbmJAOGxG?si=-E3DKQELQYK4WzIpd5147Q
spotify,https://open.spotify.com/album/1X4eZWyp8zYdzdK1W2aPN1?si=oSBBhwowTxqwtRLldLb9rQ
spotify,https://open.spotify.com/album/1NuMP2jrBeyxR3MqwengWD?si=uu9Cb0-dScm09FFk_MRBAw
spotify,https://open.spotify.com/album/0XAsAUaEDTl6wlOAMhqfDS?si=guqT_0bHRpCZlIiAQf8C2Q
spotify,https://open.spotify.com/album/0XaCh01kw5mCXGXBqmgP2W?si=RDLSGrmISrSSFTpnSOjYaw
spotify,https://open.spotify.com/album/1kuQaIG6KmIRjcbB32bVc8?si=I2s_5blDQD6PBlds8Lz5EA
spotify,https://open.spotify.com/album/1hD8uuCzBRy38S9W64F5ik?si=jbxxQCK7QA2gP67RpbIGBQ
spotify,https://open.spotify.com/album/11FmUaJrmOJzNmEDcMqqVy?si=72v5qdljQU2mH7kQQXlB3g
spotify,https://open.spotify.com/album/5o0UyE0Juug1Ti7qK2MeaW?si=aF7n4mIuSvSQxlC0cv8-ug
spotify,https://open.spotify.com/album/6M0IAJHwQ6dFNtTkFsXCJc?si=qiR17PcpR3SKRinIBPNbwg
spotify,https://open.spotify.com/album/1uSpngQgBBgwRFYS5sOdqI?si=5uRDaw91TjWIN_0Asqo3UQ
spotify,https://open.spotify.com/album/6IrwV1l7aNrX3QgBqfoj9U?si=JT7NKCIFRaWTs6tOcVPCfg
spotify,https://open.spotify.com/album/4yNcx4L5dbc2UdIMSM3Vyf?si=ZkEkdb1FSMy7bvXKAcdX-w
spotify,https://open.spotify.com/album/3hdqTg73gNTmzSK0MhWLoy?si=KarE8eFpTYy4Z-BFo1pCww
spotify,https://open.spotify.com/album/2lkLm5GrGISldCNW4VWZkV?si=wmk9uDCBTWuEsbL6yLetRg
spotify,https://open.spotify.com/album/5zmTjYZUebsP2GKjzFq9Zm?si=j0ysj-xvShiO0ObfJR2exw
spotify,https://open.spotify.com/album/3xIkQ0YsEyRvjEY1a8KdXc?si=0iyngIKzTV66k_eKrV3otA
spotify,https://open.spotify.com/album/1tcn5JXZJC0xVAFIE3iZat?si=XD2EvDJGSmm51fKQ5kEpQw
spotify,https://open.spotify.com/album/3j30jsSn2em6L6xXhGTibv?si=OHuzOtgITd--ZboGi4osRw
spotify,https://open.spotify.com/album/4MjzdTkEmTwPAlVwDSSivP?si=pNFuubMcRgmTGtVFGOsAQg
spotify,https://open.spotify.com/album/6Zy2wrvOOW0sxTWy7nF9BH?si=jL-b_78MQ0-zQwpgoRRiDg
spotify,https://open.spotify.com/album/4yqm0ZLcphXs8M8cVvLKym?si=_uxcusnIQ3GfV1qLHDiWqA
spotify,https://open.spotify.com/album/5uQmpSDGPDk9gP2IQbsLcE?si=iqyiUZEATnCvdpAo0whLrA
spotify,https://open.spotify.com/album/2RggQwKLfVqYbNM06FDQam?si=PKeDrt-tQ92fi-v44yWHvw
spotify,https://open.spotify.com/album/7kOKGjiQQuqeDmaBIr86sA?si=Wyo5qMyOTYKwK7_VpoKg2g
spotify,https://open.spotify.com/album/5PDYSVgVfJ29a0zqiYOoSe?si=nUkJ9jgtS1Wk7wQc7ZffKw
spotify,https://open.spotify.com/album/4RqtiisclJr3uVCJBpGR18?si=w6ImJqd5SpSDutCRWoMQIA
spotify,https://open.spotify.com/album/5ljIGCRRvS48V4ADzPGav2?si=jw08SNf8TfCAijHw8mkk-A
spotify,https://open.spotify.com/album/0TOxq8CTqHswPQA5NXNEI2?si=p7QjnDrGSX-3L0sSZ3wNiA
spotify,https://open.spotify.com/album/57Xg6JumEnG5i5MBzJVdT7?si=--wEpJeURjSe5qqRs_QtrA
spotify,https://open.spotify.com/album/6jWde94ln40epKIQCd8XUh?si=vDH31J_eSJ-SPHlHodPcPA
spotify,https://open.spotify.com/album/3zoKj0ffA6G6p6xBVMeHBM?si=cWc5NWEfR1az5pE0TOwR9A
spotify,https://open.spotify.com/album/20PWLBvxLIh1mo0Cq4tek3?si=IVVUV2pFRcOy72XDIacSig
spotify,https://open.spotify.com/album/4LXIiwlsgLPwnlmxTa6F4U?si=fukdY7zuTzGnSvfKayOTLg
spotify,https://open.spotify.com/album/363MQlgejZyQ1iPjFNrKuL?si=suFSOXgjTUOFTsUlJwsjDg
spotify,https://open.spotify.com/playlist/1V4boqp282qNFc0TBzTeeC?si=DZdPi29ISk6znGT7q5SLrw&pi=GYnhV8TkSV-Lr
spotify,https://open.spotify.com/album/2tjBfKgHdMRk1xGnYwasYW?si=EhotBQ8lSmy7kfCC5Gp4nw
spotify,https://open.spotify.com/album/7nZuIokKB7MvNO10yMnKNT?si=wUQX_-yBREOgnjjRJ0TpgQ
spotify,https://open.spotify.com/album/7BEA5emJl0yTMC9XBDJCcm?si=pkzls6nhREmPn6-tZAFDrw
spotify,https://open.spotify.com/album/0XuZZFnToTyRZ5RVSfPsXx?si=NCmM-l9vSQm-jgBkhuNCUg
spotify,https://open.spotify.com/album/2E9daDGGHAoeGdoMMSncPR?si=jm5HrBxnR4GTjvvkRNTnYA
spotify,https://open.spotify.com/album/0lyF4NXil8Ch8t0x7lMgD8?si=Pv_LMVUuSYmvgd0EfDn5Dw
spotify,https://open.spotify.com/album/6CCLuVXQQwozDt2TGbeZ4n?si=zuxqgVzmSwCuMqduk0o4UQ
spotify,https://open.spotify.com/album/6NTrwu1XJ56jBPx7HMksbZ?si=-Y0-k7lrRKiCnjm187p1Xg
spotify,https://open.spotify.com/album/1u2Q5MFWptOdPpldjC0xO9?si=ReiUioJHSKykN4o0CfUWrg
spotify,https://open.spotify.com/track/5HF03lL90NSgIYROS8uxaR?si=bBZYjNy1TLqEb58qFpI-4g
spotify,https://open.spotify.com/album/3BPySVYB618hJILeoSSUkQ?si=la5XdgkhRzalG43Xvf8RQw
spotify,https://open.spotify.com/album/6EnBUygxpoTiTTA6z0xhCx?si=aTSh3r5_SICZiRRGOM7K2w
spotify,https://open.spotify.com/album/5jsvslFfpGcWfaWA7VmXt7?si=j_8WIBP_SU2KbNIgCnyssA
spotify,https://open.spotify.com/album/1VafdDdrlCsYkeWCXhVnr9?si=uJIf3DPYQZuQRRiV6hxIeg
spotify,https://open.spotify.com/album/4WD4pslu83FF6oMa1e19mF?si=IVy1y0yeQWWhqjJIlNYaAw
spotify,https://open.spotify.com/album/3yHOaiXecTJVUdn7mApZ48?si=SPbKeffiRS-v0QizGc1EJQ
spotify,https://open.spotify.com/album/03AUZkqlmxkgW6FxGGZalF?si=0MO7t43ZR7-Zs763mhx2dw
spotify,https://open.spotify.com/album/6dWnLOP6zgqmvohqPZfzDh?si=BCH2Sb_7RA6IPVgpCz6tXQ
spotify,https://open.spotify.com/album/5AoO2XU5pild42akpbfv9s?si=NTH4eC3rSn6Croc5k9QXaw
spotify,https://open.spotify.com/album/52743dknIjnsCqQrKSIX5r?si=z8B4nvRHQzuCyDkIWSOGPg
spotify,https://open.spotify.com/album/7LGVdC9fFwgWYaIrZwsSv6?si=su5Mquq4ReChKxu5-GrDZA
spotify,https://open.spotify.com/album/6dWnLOP6zgqmvohqPZfzDh?si=lwc8FYzoQF-q7O6a0UlxRA
spotify,https://open.spotify.com/album/4yv17Q486G8QoqM001kFKO?si=aGmMWXF6Tna3cm54_oJ6ug
spotify,https://open.spotify.com/album/3AQgdwMNCiN7awXch5fAaG?si=TaaWHV7HSIeFRYUNzWERNw
spotify,https://open.spotify.com/album/0J6PpQHDOcr54tXvh1MMCr?si=_TbnfcrISjeQCIJg0XzLFg
spotify,https://open.spotify.com/album/0KBdfMTMxi0oD1oVqApTjr?si=mChd1XuWQTWT5hru92ayYQ
spotify,https://open.spotify.com/album/0CA2EVHhRPR5VPV78KZw89?si=v7W_nlaGRQyY-meWIN9McA
spotify,https://open.spotify.com/album/5as7hQXIniGbaltqM0yJud?si=1mvo68JkT0GhJ2jJ90Xzxg
spotify,https://open.spotify.com/album/64VpAgRYZr1yle6u7DkyEc?si=4vavANBKS--cvYO36E4WVA
spotify,https://open.spotify.com/track/1BB94n36Pga7V4hA9amR9e?si=pTeR3Di9T8Ce2TuSX57K9g
spotify,https://open.spotify.com/album/7b1Jo1frLSL4q6nePH6OdS?si=nU00CeLaSsa284UFmsW95Q
spotify,https://open.spotify.com/album/1wyaHGxXkIGaLGSQTTgKzw?si=v9DWUIrATBmjU6TIEeCiCg&utm_source=copy-link
spotify,https://open.spotify.com/album/57V5TA5DLxNvwPCPyXW1tB?si=GEM_Z5-IS0e-1BgxuJlX3Q
spotify,https://open.spotify.com/album/2lys6mr3hDEj6z5BYNutGZ?si=o-xbRwn7T9uS3OViAXjOKg
spotify,https://open.spotify.com/prerelease/6cXjdEXZD7NXgfH691Xe0W?si=4mNO4wmPSIGcFjJ5aHctkQ
spotify,https://open.spotify.com/album/1QU6CvjNhR3S31mCnP5D4T?si=1i7ZDNU7TLewqfxU3yE-5A
spotify,https://open.spotify.com/album/5R58MQkMDwo6m5hYiaf5wW?si=io20kWzjQv-up9KYL4L1Yg
spotify,https://open.spotify.com/album/2mhlzbXu9J8It0oGGQO772?si=UcBrsEqnR5CucygQaSxpvA
spotify,https://open.spotify.com/album/2h3cYHEV6ATD2tGXcJvcK5?si=w795NMXfQsiIa9FAyLxyVQ
spotify,https://open.spotify.com/album/3QtXXohLHHEAjLaM4hILLz?si=xOh4PCijQ8aH7nNXFKo4vg
spotify,https://open.spotify.com/album/6etAcv810eDEyrycHjy39V?si=WZZPvUN5SliDw6YKOHw6IQ
spotify,https://open.spotify.com/album/03jnJ4DNoOPKYe1H3eW6Fz?si=rPSb8MPsSZGkt-PRyDg3iA
spotify,https://open.spotify.com/album/2GpYIsc6XUy69b8q1BZgCx?si=Zla0F-y9RG-tlDYDVa6fPw
spotify,https://open.spotify.com/album/1a2NoE9makqEWb1uUogxFQ?si=K76IHKRxRdy0QnVTx35SdA
spotify,https://open.spotify.com/album/45BNZeFrf7HSGAogA2CZ5M?si=qVB7lwAKR5SrRVvHiMDt7A
spotify,https://open.spotify.com/album/3mUwlh7aK2PHj8aUrI9Nyt?si=8pN7bpwKT3ygSX8Wj7FPfA
spotify,https://open.spotify.com/album/7MprjyJe4SD8Sq9Nn7oYD5?si=m-CHYbl-RnWVMdLw5bvI4g
spotify,https://open.spotify.com/intl-es/album/0r9awI5WRCZpwk0aVQ4bKO?si=hizrvrJWRJ68TOzczoVC1A
spotify,https://open.spotify.com/album/6hmiQJ6FbPEQIDeKEIKSck?si=vhOnjSl1RXO0e7RyjM8ejA
spotify,https://open.spotify.com/album/6dVIqQ8qmQ5GBnJ9shOYGE?si=4zJzYUtgSQ61gkMptVO3Vw
spotify,https://open.spotify.com/track/69Yia3qCLw6N9U80WhLwLn?si=jhKkWjwkRZKTNfmYUl3sxQ
spotify,https://open.spotify.com/album/1JJbbVah9vs6yAM1T0ptmk?si=ElVDtv-xQEKuzyWPb2pXHg
spotify,https://open.spotify.com/album/4hRYKs4qN5yVViWJvCUiCT?si=OspbZCcCTnevk2o7kSTs_w
spotify,https://open.spotify.com/album/46nNE4cPOLqexrh1lBQ6eb?si=YGQkXZMLR9mDLeDeU8aZEg
spotify,https://open.spotify.com/album/2jnV6ytZOmt71iEC5xHEYz?si=TEagavi4TrG9lLEhY3reoQ
spotify,https://open.spotify.com/album/2A9T82s4U3Ia0z2VATTIZb?si=iSWkAsX1QGKGp4Dy4xNTHw
spotify,https://open.spotify.com/album/4EnNuo8fG7dMoxMefbApRY?si=wZ4aEhB4SrKJdmpsQc079w
spotify,https://open.spotify.com/album/2hXzOqr1S3sKUXFrwyw9I6?si=sNYTztESRxKqgC_UyOTgsA
spotify,https://open.spotify.com/album/4kL9pFuQ2QF46cxCCAcrsF?si=scWx_ZncQeqL2NhrAvfPBA
spotify,https://open.spotify.com/track/54yLLvpezvPO1lA3GspiZj?si=32J0WNehSwmWF16XHFngww
spotify,https://open.spotify.com/album/0rBqt8DLqBD6xS7LJhfeDw?si=6vY5GyIBTZieNXntEiHPkw
spotify,https://open.spotify.com/album/3ozP3MbrHPgoDRzdPf693L?si=zpOfeOLLR62izGaeCpupvw
